CODPROV,CODIGO,PRODUCTO,PRESENTACION,STOCK,MAYORISTA,CONTADO,MINORISTA,PRECIO COMPRA,RUBRO,SUBRUBRO
REVNEUMATICOS-WR,7797265000106,REVIVIDOR DE NEUMATICOS WATER RESISTANT X 480CC FULL CAR,UNIDADES,0,"211,2","684,98","958,97","101,46",COSMETICA,NINGUNO
P69 1,0006887RPM,ROCIADOR PULVERIZADOR GATILLO CROMADO Y ANCHO,UNIDADES,-1,2500,3000,4200,1500,COSMETICA,NINGUNO
P690,0007745RPM,ROCIADOR PULVERIZADOR GATILLO ECONOMICO,UNIDADES,-1,2200,2500,3500,1100,COSMETICA,NINGUNO
3MDF10,0005121RPM,ROLLO CINTA DOBLE FAZ 10 MTS X 10 MM 3M,UNIDADES,0,0,0,0,0,ACCESORIOS,NINGUNO
VA-043,0005120RPM,ROLLO CINTA DOBLE FAZ 10MM X 9 MTS,UNIDADES,0,"1913,01",2200,"3079,99","1234,2",ACCESORIOS,NINGUNO
,0004120rpm,SALIDAS DE AIRE CROMADAS GOL IV / TREND,,0,133,"186,2","186,2",133,,
,0004753RPM,SALVAPUERTAS-GUARDACANTO,UNIDADES,0,300,462,"646,8",0,ACCESORIOS,NINGUNO
SA-001B,0000746RPM,SAPITO CON LUZ BLANCA CROMADO,UNIDADES,0,700,1386,"1940,4",350,ELECTRICIDAD,NINGUNO
TS037256LC,0006742RPM,SELLADOR HIBRIDO LAVA CRUSH TOXIC SHINE 600 ML,UNIDADES,4,"8359,89",9000,12600,"5971,35",COSMETICA,NINGUNO
TS0569741SIA,0006743RPM,SELLADOR HIBRIDO SEAL IT ALL TOXIC SHINE 600 ML,UNIDADES,4,"11068,6",11900,"16660,01","7906,14",COSMETICA,NINGUNO
,0005084RPM,SEÑA,UNIDADES,-5,0,0,0,0,ACCESORIOS,NINGUNO
6441,0007548RPM,SENSOR DE ESTACIONAMIENTO DELANTERO Y TRASERO,UNIDADES,0,65800,"90000,3","126002,3",47000,ACCESORIOS,NINGUNO
8316,0002874RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX ( PARAGOLPE DE CHAPA ) INSTALADO,UNIDADES,0,30000,90000,"125999,96",17770,ACCESORIOS,NINGUNO
8314,0007645RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX BLANCO,UNIDADES,-1,25000,50000,"69999,49","15692,49",ACCESORIOS,NINGUNO
8315,0007630RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX GRIS OSCURO,UNIDADES,0,25000,50000,"69999,49","15692,49",ACCESORIOS,NINGUNO
8331,0001196RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX GRIS PLATA,UNIDADES,0,25000,50000,"69999,49","17261,86",ACCESORIOS,NINGUNO
8313,0001022RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX NEGRO,UNIDADES,0,25000,50000,"70000,22","15682,81",ACCESORIOS,NINGUNO
9756,0007646RPM,SENSOR DE ESTACIONAMIENTO GUARDTEX TIPO ORIGINAL GPSF-4B,UNIDADES,0,30000,70000,"91000,46","19405,98",ACCESORIOS,NINGUNO
NSE-686S4,0001021RPM,SENSOR DE ESTACIONAMIENTO NETSYS SIN VISOR (PLASTICO),UNIDADES,0,21000,45000,56000,15000,ACCESORIOS,NINGUNO
6443,0007580RPM,SENSOR DE ESTACIONAMIENTO TRASERO CON CAMARA Y PANTALLA,UNIDADES,0,65800,"90000,3","126002,3",47000,ACCESORIOS,NINGUNO
7563,0007563RPM,SET X 4 PINCEL INTERIOR GOMA ESPUMA,UNIDADES,0,"3088,8",3500,4900,1716,COSMETICA,NINGUNO
DJ-KD108810W,0007485RPM,SET DE FAROS DESTELLANTES STROBOS X 4 CONTROL REMOTO SIN INSTALAR,UNIDADES,1,44528,50000,70000,27830,ACCESORIOS,NINGUNO
DJ-KD138810W,0007483RPM,SET DE LUCES PARRILLAS ESTILO RAPTOR INSTALADO,UNIDADES,1,"91778,5",100000,140000,"36711,4",ACCESORIOS,NINGUNO
1114,0007889RPM,SET PINCEL LAFFITTE 6 PIEZAS,UNIDADES,1,"21344,4","23000,12","32199,55",15246,ACCESORIOS,NINGUNO
TS9114911AS,0006744RPM,SHAMPOO ATOMIC TOXIC SHINE CITRICO 600 ML,UNIDADES,9,"5251,4",5600,7840,3751,COSMETICA,NINGUNO
TS0426056BAG,0006745RPM,SHAMPOO BANANA TOXIC SHINE PH NEUTRO 600 ML,UNIDADES,2,"5547,85",6000,"8399,84","3962,75",COSMETICA,NINGUNO
,0006719RPM,SHAMPOO CONCENTRADO MOMO PH NEUTRO 500CM,UNIDADES,0,6000,9100,12740,4000,ACCESORIOS,NINGUNO
TS0070600DC,0006786RPM,SHAMPOO DIP CLUB TOXIC SHINE PH NEUTRO IDEAL VINILO 600 ML,UNIDADES,3,"7109,72",7600,10640,"5078,37",ACCESORIOS,NINGUNO
TS0010010SE,0006749RPM,SHAMPOO ELITE TOXIC SHINE PH NEUTRO CON MIX DE CERAS 600 ML,UNIDADES,2,7200,7700,"10779,88","5257,45",COSMETICA,NINGUNO
4996612,0007393RPM,SHAMPOO ENERGY TOXIC SHINE PH NEUTRO 600 ML,UNIDADES,1,6800,7300,"10219,76","5021,5",ACCESORIOS,NINGUNO
TS1123600HB,0006750RPM,SHAMPOO HYPER BLACK SILVER DESTINTION TOXIC SHINE 600 ML,UNIDADES,1,7500,8000,"11199,94","5493,4",COSMETICA,NINGUNO
69731477,0007392RPM,SHAMPOO ICE TOXIC SHINE PH NEUTRO 600 ML,UNIDADES,1,"6798,02",7300,10220,"4855,73",ACCESORIOS,NINGUNO
TS8855567LF,0007886RPM,SHAMPOO LUXURY FOAM CARNAUBA 600CC,UNIDADES,0,"10655,26","11500,07","16100,1","7610,9",COSMETICA,NINGUNO
TS0120300PF,0006748RPM,SHAMPOO PURE FOAM TOXIC SHINE 600 ML,UNIDADES,2,"7258,79","7800,09","10919,81","5184,85",COSMETICA,NINGUNO
TS0129134SS,0006747RPM,SHAMPOO SUPREME TOXIC SHINE PH NEUTRO ESPUMA ESPESA 600 ML,UNIDADES,1,"6572,72",7000,9800,"4694,8",COSMETICA,NINGUNO
TS02206530SW,0006746RPM,SHAMPOO WAX TOXIC SHINE PH NEUTRO CON CARNAUBA 600 ML,UNIDADES,3,6200,7000,"9800,11","4555,65",COSMETICA,NINGUNO
,0004071RPM,SILICONA INTERIOR (SUELTA) X LT,,0,0,"304,44","426,22","252,92",COSMETICA,NINGUNO
,0004073rpm,SILICONA REVIVIDOR P/RUEDAS GEL (SUELTA) X LT,,0,0,"171,23","239,72",0,COSMETICA,NINGUNO
5220154,7796399506836,SILISUR ANTIEMPAÑANTE EN AEROSOL (MR. QUIQUE),UNIDADES,1,"3899,25","3899,99","5459,98",225,COSMETICA,NINGUNO
7796399590163,7796399590163,SILISUR LIMPIA QUITA INSECTOS X 1 LT,UNIDADES,1,"6098,24","6100,01","8540,01",272,COSMETICA,NINGUNO
5126023,7796399000587,SILISUR SHAMPOO ESPUMA ACTIVA PARA HIDROLAVADORAS 600 CM3,UNIDADES,1,"5319,9",5320,"7447,99",257,COSMETICA,NINGUNO
400144,7790711435002,SILOC FORMA JUNTAS 1140 NARANJA 113G,UNIDADES,0,0,"144,41","202,17","17,67",COSMETICA,NINGUNO
6871,0006659RPM,SIMIL TURBO SILBADOR L,UNIDADES,0,8695,"9400,01","13160,01",4700,ACCESORIOS,NINGUNO
6870,0007305RPM,SIMIL TURBO SILBADOR XL PLATEADO,UNIDADES,-1,8695,"9400,01","13160,01",4700,ACCESORIOS,NINGUNO
V1203,0005649RPM,SIRENA 6 TONOS 12V 20W,UNIDADES,0,11000,14000,"19600,19","7311,05",ACCESORIOS,NINGUNO
BS-008,0003382RPM,SIRENA CHICHARRA RETROMARCHA,UNIDADES,5,"8530,5",9700,13552,6050,ELECTRICIDAD,NINGUNO
S21,0005858RPM,SIRENA S21 PARA ALARMA X-28 (AUTO Y MOTO),UNIDADES,5,"30183,45","36499,84","51100,58","20122,3",ALARMA,NINGUNO
TS4477652SN,0007613RPM,SNEAKERS TOXIC SHINE 600 ML (REVIVIDOR DE INTERIORES ),UNIDADES,1,"10651,87",11500,"16100,01","7608,48",ACCESORIOS,NINGUNO
LI-004,0002589RPM,SOGA DE REMOLQUE METALICA 6MM 4M,UNIDADES,6,"8984,25","10000,07","13999,86","5989,5",ACCESORIOS,NINGUNO
LI-010,0005732RPM,SOGA DE REMOLQUE METALICA 8MM 4M,UNIDADES,0,"13358,4",14200,19880,8349,ACCESORIOS,NINGUNO
SB-001,0006603RPM,SOPAPA SACA BOLLOS CHICA,UNIDADES,0,"3622,74",3900,5460,"2415,16",ACCESORIOS,NINGUNO
SB-002,0006604RPM,SOPAPA SACABOLLOS GRANDE,UNIDADES,0,"10664,94",11500,"16100,01","7109,96",ACCESORIOS,NINGUNO
6614,0007439RPM,SOPORTE CELULAR ARTICULADO SUCCION,UNIDADES,-3,6000,7500,"10500,17",3999,ACCESORIOS,NINGUNO
7759,0006793RPM,SOPORTE CELULAR CON VENTOSA SOPAPA,UNIDADES,-2,3700,4500,"6300,01",2399,ACCESORIOS,NINGUNO
7365,0006137RPM,SOPORTE CELULAR FLEXIBLE SUCC,UNIDADES,-1,6500,8200,"11479,85",4390,ACCESORIOS,NINGUNO
SK-SA6,0006590RPM,SOPORTE DE CELUALR PARA ESPEJO RETROVISOR,UNIDADES,0,4625,5000,7000,2500,ACCESORIOS,NINGUNO
EAVW01,0003650RPM,SOPORTE DE ESTRIBO AMAROK,UNIDADES,1,71640,85968,"120355,2",39800,EQUIPAMIENTO 4X4,NINGUNO
EAFO02,0000341RPM,SOPORTE DE ESTRIBO ECOSPORT - 2013,UNIDADES,2,0,0,0,0,EQUIPAMIENTO 4X4,NINGUNO
EANI03,0005799RPM,SOPORTE DE ESTRIBO FRONTIER NP300 RENAULT ALASKAN,UNIDADES,1,0,0,0,0,EQUIPAMIENTO 4X4,NINGUNO
EATO02,0000339RPM,SOPORTE DE ESTRIBO HILUX +05,UNIDADES,1,0,0,0,0,ENGANCHES,NINGUNO
EATO04,0004833RPM,SOPORTE DE ESTRIBO HILUX +2016 C/D,UNIDADES,0,54000,64800,90720,30000,ACCESORIOS,NINGUNO
EAFO03,0001107RPM,SOPORTE DE ESTRIBO RANGER +12,UNIDADES,2,0,0,0,0,EQUIPAMIENTO 4X4,NINGUNO
EAFO01,0000340RPM,SOPORTE DE ESTRIBO RANGER +98,UNIDADES,0,71640,86400,"120960,01",39800,EQUIPAMIENTO 4X4,NINGUNO
EACH02,0000348RPM,SOPORTE DE ESTRIBO S10 +12,UNIDADES,0,54000,64800,90720,30000,EQUIPAMIENTO 4X4,NINGUNO
EACH01,0001212RPM,SOPORTE DE ESTRIBO S10 +98,UNIDADES,0,54000,64800,90720,30000,EQUIPAMIENTO 4X4,NINGUNO
DUAFO05,0003994rpm,SOPORTE ECOSPORT +13 PARA U,,0,"2407,49","7341,26","10277,76",1351,ACCESORIOS,NINGUNO
KU-BRA003,0007834RPM,SOPORTE PARA FAROS ARRIBA CAPOT JUEGO CROMADO,UNIDADES,2,"53796,48","59361,63","83106,28","37101,02",EQUIPAMIENTO 4X4,NINGUNO
KU-BRA004,0007835RPM,SOPORTE PARA FAROS ARRIBA CAPOT JUEGO NEGRO,UNIDADES,1,"64597,18","71279,65","99791,51","44549,78",EQUIPAMIENTO 4X4,NINGUNO
KU-BRA001,0007836RPM,SOPORTE PARA FAROS O BARRAS Y MOTOS JUEGO,UNIDADES,2,"50934,89","56204,02","78685,62","35127,51",EQUIPAMIENTO 4X4,NINGUNO
VA-080,0005182RPM,"SOPORTE PARA TABLET / CELULAR DE 4.3"" A 12.9""",UNIDADES,0,8500,10000,"13999,89","5791,06",ACCESORIOS,NINGUNO
VA-064,0006591RPM,SOPORTE SILICONADO PORTA CELULAR,UNIDADES,0,7000,8000,"11339,99","4182,49",ACCESORIOS,NINGUNO
ST-146,ST-146,SPAGHETTI CORRUGADO 20MM X METRO,UNIDADES,0,"3237,5",3500,4900,1750,ACCESORIOS,NINGUNO
ST-145,ST-145,SPAGHETTI CORRUGADO 8MM X METRO,UNIDADES,0,"1618,75",1800,"2519,99",875,ACCESORIOS,NINGUNO
ST-178,ST-178,SPAGHETTI PLASTICO 10MM X METRO,UNIDADES,0,"162,5",280,392,65,ACCESORIOS,NINGUNO
ST-184,ST-184,SPAGHETTI PLASTICO 6MM X METRO,UNIDADES,0,171,"265,99","372,39",38,ACCESORIOS,NINGUNO
ST-234,0007348RPM,SPAGUETTI PIEL DE SERPIENTE 12 MM (POR METRO),UNIDADES,0,"1245,05",1350,1890,673,ACCESORIOS,NINGUNO
ST-236,0007347RPM,SPAGUETTI PIEL DE SERPIENTE 19 MM (POR METRO),UNIDADES,0,1961,2100,2940,1060,ACCESORIOS,NINGUNO
ST-237,0007346RPM,SPAGUETTI PIEL DE SERPIENTE 25 MM (POR METRO),UNIDADES,0,"2395,75",2600,"3639,99",1295,ACCESORIOS,NINGUNO
ST-231,0007350RPM,SPAGUETTI PIEL DE SERPIENTE 5 MM (POR METRO),UNIDADES,0,"765,91",850,1190,414,ACCESORIOS,NINGUNO
ST-232,0007349RPM,SPAGUETTI PIEL DE SERPIENTE 8 MM (POR METRO),UNIDADES,0,"956,44",1050,1470,517,ACCESORIOS,NINGUNO
GU800N,0006955RPM,SPOILER / ALERON CON PEGAMENTO 4 CM,UNIDADES,0,"18367,8","20000,09","27999,87","12245,2",ACCESORIOS,NINGUNO
KS-005,0007635RPM,SPOILER / ALERON CON PEGAMENTO 5 CM,UNIDADES,0,"22878,68","25245,44","35343,62","15778,4",ACCESORIOS,NINGUNO
SPOAZU,0006468RPM,"SPOILER AZUL ADHESIVO ( 2,5 MTS, 2,5 CM DE ADHESIVO Y 3.5 CM DE VISTA)",UNIDADES,0,3680,6468,"9055,2",2300,ACCESORIOS,NINGUNO
6898,0006898RPM,SPOILER BLANCO SAMURAI FIBRA DE CARBONO,UNIDADES,-1,17550,19000,26600,11700,ACCESORIOS,NINGUNO
6344,0007547RPM,SPOILER NEGRA SAMURAI FIBRA DE CARBONO,UNIDADES,-1,17550,19000,26600,11700,ACCESORIOS,NINGUNO
SPONEG,0006469RPM,"SPOILER NEGRO ADHESIVO ( 2,5 MTS, 2,5 CM DE ADHESIVO Y 3.5 CM DE VISTA)",UNIDADES,0,3680,6468,"9055,2",2300,ACCESORIOS,NINGUNO
6345,0006899RPM,SPOILER ROJO SAMURAI FIBRA DE CARBONO,UNIDADES,0,17550,19000,26600,11700,ACCESORIOS,NINGUNO
7424,0007427RPM,SPOILER TIPO L SIN ADHESIVO,UNIDADES,0,2800,4200,5880,1000,ACCESORIOS,NINGUNO
1043,0007373RPM,STICKER METAL ALEMANIA,UNIDADES,0,1955,2200,3080,850,ACCESORIOS,NINGUNO
1023,0007371RPM,STICKER METAL FRANCIA,UNIDADES,0,1955,2200,3080,850,ACCESORIOS,NINGUNO
1024,0007372RPM,STICKER METAL ITALIA,UNIDADES,0,1955,2200,3080,850,ACCESORIOS,NINGUNO
AE-507,7798323405079,STRECH ALUMINIO MATE,UNIDADES,3,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-108,7798323401088,STRECH AMARILLO,UNIDADES,4,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-303,7798323403037,STRECH AMARILLO FLUO,UNIDADES,1,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-503,AE-503,STRECH AMARILLO PERLADO,UNIDADES,4,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-105,7798323401057,STRECH AZUL,UNIDADES,3,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-505,AE-505,STRECH AZUL PERLA,UNIDADES,3,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-103,7798323401033,STRECH BLANCO MATE,UNIDADES,6,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-508,0007273RPM,STRECH BLANCO PERLADO,UNIDADES,2,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-204,AE-204,STRECH BRONCE,UNIDADES,4,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-205,0007253RPM,STRECH BRONCE OSCURO,UNIDADES,2,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-701,0007355RPM,STRECH CAMALEON BOREAL NIGHT,UNIDADES,4,"22881,6",25500,35700,12712,ACCESORIOS,NINGUNO
AE-702,0007358RPM,STRECH CAMALEON HYPER BLUE,UNIDADES,5,"22881,6",25500,35700,12712,ACCESORIOS,NINGUNO
AE-704,0007356RPM,STRECH CAMALEON HYPER GREEN,UNIDADES,4,"22881,6",25500,35700,12712,ACCESORIOS,NINGUNO
AE-703,0007357RPM,STRECH CAMALEON SUNRISE,UNIDADES,3,"22881,6",25500,35700,12712,ACCESORIOS,NINGUNO
AE-115,0007270RPM,STRECH CAMEL MATE,UNIDADES,2,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-201,7798323402016,STRECH DORADO,UNIDADES,1,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-403,7798323404034,STRECH FUME,UNIDADES,1,"19525,77",21600,"30240,01","10847,65",COSMETICA,NINGUNO
AE-404,0007891RPM,STRECH FUME BRILLOSO,UNIDADES,5,19525,21600,30240,"10847,65",COSMETICA,NINGUNO
AE-206,7798323402061,STRECH GRIS GRAFITO VIZON METAL,UNIDADES,4,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-102,0006888RPM,STRECH GRIS MATE,UNIDADES,3,16344,18000,25200,9080,ACCESORIOS,NINGUNO
,0007822RPM,STRECH KIT FILM PROTECTOR REMOVIBLE,UNIDADES,2,"42392,35","45500,01","63700,01","30280,25",ACCESORIOS,NINGUNO
AE-401,7798323404010,STRECH LACA BRILLO,UNIDADES,2,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-112,0007271RPM,STRECH MAGENTA MATE,UNIDADES,2,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-304,0007274RPM,STRECH NARANJA FLUO,UNIDADES,2,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-107,0007272RPM,STRECH NARANJA MATE,UNIDADES,0,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-100,AE-100,STRECH NEGRO BRILLOSO,UNIDADES,29,"17944,54","20000,01","28000,01","9969,19",ACCESORIOS,NINGUNO
AE-101,7798323401019,STRECH NEGRO MATE,UNIDADES,2,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-104,7798323401040,STRECH ROJO MATE,UNIDADES,3,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-504,7798323405048,STRECH ROJO PERLA,UNIDADES,3,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-111,7798323401118,STRECH ROSA,UNIDADES,5,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-106,0007530RPM,STRECH TURQUESA,UNIDADES,8,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-109,AE-109,STRECH VERDE,UNIDADES,2,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-302,7798323403020,STRECH VERDE FLUO,UNIDADES,2,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-114,7798323401149,STRECH VERDE MILITAR,UNIDADES,2,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-502,7798323405024,STRECH VERDE PERLA,UNIDADES,4,16344,18000,25200,9080,COSMETICA,NINGUNO
AE-110,AE-110,STRECH VIOLETA,UNIDADES,1,16344,18000,25200,9080,ACCESORIOS,NINGUNO
AE-501,7798323405062,STRECH VIOLETA PERLA,UNIDADES,5,16344,18000,25200,9080,COSMETICA,NINGUNO
9087,0007342RPM,STROBO AJK RGB (2 FARO) 3W SIN CONTROLADOR,UNIDADES,2,"67944,23",73000,102200,"24265,8",ACCESORIOS,NINGUNO
9084,0007343RPM,STROBO AJK RGB 3W ( 2 FARO) CON CONTROLADOR,UNIDADES,0,"152147,24","161097,08","225535,92","44749,19",ACCESORIOS,NINGUNO
STROBO RGB-VOLT,855,STROBO DE LEDS ZENDEL RGB DOS FAROS 1 CONTROLADOR,UNIDADES,-1,45000,50000,70000,40000,ACCESORIOS,NINGUNO
CR-66,0001339RPM,SUBWOOFER ELECTRONIC CROSSOVER PYRAMID,UNIDADES,0,330,"1141,62","1598,27",210,AUDIO,NINGUNO
SUJPAR,0006380RPM,SUJETA PARAGOLPES DE ALUMINIO COLORES VARIOS,UNIDADES,0,6400,7200,10080,4000,ACCESORIOS,NINGUNO
939,0007426RPM,SUJETA PARAGOLPES SIN GOMITA DE ALUMINIO COLORES VARIOS,UNIDADES,0,2600,3920,5488,1000,ACCESORIOS,NINGUNO
80200/10,0004257rpm,SUPLEMENTO FIJACION BARRALES ANCHOSP PORTABICICLETAS DE TECHO,UNIDADES,0,"4316,07",6300,8820,"2976,6",ACCESORIOS,NINGUNO
NS-50,0005159RPM,SUPRESOR DE RUIDO 35 AMP PYRAMID,UNIDADES,0,2800,4620,6468,189,AUDIO,NINGUNO
NS10,0004925RPM,SUPRESOR DE RUIDO DE ALIMENTACION 10AMP REFORZADO,UNIDADES,0,"438,3","1108,8","1552,32","87,66",ACCESORIOS,NINGUNO
LN-77,0001337RPM,SUPRESOR DE RUIDO DE CORRIENTE 35 AMP LEGACY,UNIDADES,0,378,"951,36","1331,9",189,AUDIO,NINGUNO
NS15,0004544RPM,SUPRESOR DE RUIDO DE RCA 15A REFORZADO,UNIDADES,0,"695,75","1478,4","2069,76","139,15",ELECTRICIDAD,NINGUNO
CERAMIC T1,0006972RPM,T1 CERAMIC TOXIC SHINE SELLADOR CERAMICO 30 ML,UNIDADES,1,"34405,14",36900,"51659,99","24575,1",COSMETICA,NINGUNO
SW3012,0006953RPM,TABLERO DE COMPETICION CARBONO,UNIDADES,0,4672,7700,10780,2336,ELECTRICIDAD,NINGUNO
SW3011,0006952RPM,TABLERO DE COMPETICION PLATEADO,UNIDADES,0,"6058,47",10010,14014,"4038,98",ELECTRICIDAD,NINGUNO
LM-006,0006013RPM,TACHO DE BASURA PLEGABLE 21X16CM,UNIDADES,0,"4973,1","5499,99","7699,99","3315,4",ACCESORIOS,NINGUNO
LM1810,0006161RPM,TACHO LED RGB 18 LED MARCA VIDEOMAX 110-240V,UNIDADES,0,14000,"14499,94",20300,1400,AUDIO,NINGUNO
8023-S,0004265rpm,TACOMETRO 52MM 7 COLORES BLANCO,,0,5445,7623,7623,5445,,
TACH800,0006950RPM,"TACOMETRO DEPORTIVO 5"" MANUAL",UNIDADES,0,"18748,95","30798,46","43117,84","12499,3",ACCESORIOS,NINGUNO
MA-054,0000744RPM,TACOMETRO IA TUNING 52MM DIGITAL FRENTE HUMO,UNIDADES,0,"55399,4","61130,37","85582,52","38206,48",ACCESORIOS,NINGUNO
MA-051,0001635RPM,TACOMETRO LYF 52MM 8000 RPM 7 COLORES (MOTO),UNIDADES,0,"29141,64",31100,43540,"19427,76",ACCESORIOS,NINGUNO
8060SB,0001915RPM,TACOMETRO LYF 60MM 10000 RPM DIGITAL FRENTE HUMO,UNIDADES,0,"13344,06","14724,48","20614,27","9202,8",ELECTRICIDAD,NINGUNO
MA-049,0000522RPM,TACOMETRO PARA MOTO CON CAÑON 7 COLORES,UNIDADES,0,81675,"87200,01","122080,01",54450,ACCESORIOS,NINGUNO
,0004663RPM,TAPA P/ TANQUE DE NAFTA -FALCON,UNIDADES,0,0,0,0,0,ACCESORIOS,NINGUNO
,0004661RPM,TAPA PARA TANQUE DE NAFTA- F100,UNIDADES,0,0,0,0,0,ACCESORIOS,NINGUNO
NDC-72,0005004RPM,TAPAPOLVO 7.2 CM,UNIDADES,0,"26,8","95,14","133,2","2,9",ACCESORIOS,NINGUNO
NDC-90,0005007RPM,TAPAPOLVO 9CM,UNIDADES,0,"46,46","126,85","177,59","3,2",ACCESORIOS,NINGUNO
,0002596RPM,TAPAS DE TANQUE DE COMBUSTIBLE C/LLAVE CROMADA FORD ESCORD,UNIDADES,0,0,"568,9","796,46","68,25",ACCESORIOS,NINGUNO
TA-031,TA-031,"TAZAS 13"" GRIS MEDIA LUNAS",UNIDADES,0,"33225,39",35500,49700,"22150,26",ACCESORIOS,NINGUNO
TA-035,TA-035,"TAZAS 13"" GRIS TUERCA ALEM",UNIDADES,0,"33225,39",35500,49700,"22150,26",ACCESORIOS,NINGUNO
TA-033,TAS-033,"TAZAS 13"" NEGRA - ROJO RAYOS",UNIDADES,0,"39385,5",42100,58940,26257,ACCESORIOS,NINGUNO
TA-027,0000730RPM,"TAZAS 13"" NEGRA MULTIRAYOS CERRO",UNIDADES,0,"33577,5",35900,50260,22385,ACCESORIOS,NINGUNO
TA-026,0000731RPM,"TAZAS 13"" X4 CROMADA MULTIRAYOS CERRO",UNIDADES,0,"36118,5",38600,54040,24079,ACCESORIOS,NINGUNO
TA-032,TA-032,"TAZAS 14"" GRIS MEDIA LUNAS",UNIDADES,0,"33225,39",35500,49700,"22150,26",ACCESORIOS,NINGUNO
TA-036,TA-036,"TAZAS 14"" GRIS TUERCAS ALEM",UNIDADES,0,"33225,39",35500,49700,"22150,26",ACCESORIOS,NINGUNO
TA-034,TA-034,"TAZAS 14"" NEGRA - ROJO RAYOS",UNIDADES,0,"39385,5",42100,58940,26257,ACCESORIOS,NINGUNO
TA-023,0000729RPM,"TAZAS 14"" X4 CROMADA 5 RAYOS DOBLES FLASH",UNIDADES,0,"36009,6",38400,53760,"24006,4",ACCESORIOS,NINGUNO
TA-029,0003423RPM,"TAZAS 14"" X4 CROMADA MULTIRAYOS CERRO",UNIDADES,0,"36118,5",38600,54040,24079,ACCESORIOS,NINGUNO
TA-042,TA-042,"TAZAS 15"" GRIS TUERCAS ALEM VAN",UNIDADES,0,"36390,75","38999,99","54599,99","24260,5",ACCESORIOS,NINGUNO
TECPRO,0006235RPM,TECLADO DE PROGRAMACION X-28,UNIDADES,0,0,0,0,0,ALARMA,NINGUNO
NM1907 - TE-001,0001502RPM,"TENSOR 2PCS/SET IAEL 100 CM 40"" CON GANCHO",UNIDADES,0,"1931,16",2100,2940,"1287,44",ACCESORIOS,NINGUNO
TE-007,0001501RPM,TENSOR 4PCS/SET IAEL 50 CM 8 BRAZOS,UNIDADES,7,"3425,27",3700,5180,"2446,62",ACCESORIOS,NINGUNO
FS-012,0002588RPM,TERCERA LUZ DE STOP C/24 LED,UNIDADES,0,6000,"6500,05","9100,15","4121,26",ACCESORIOS,NINGUNO
FS-004,0000494RPM,TERCERA LUZ DE STOP C/32 LED,UNIDADES,0,7100,8000,11200,"4888,4",ACCESORIOS,NINGUNO
V213,0003848RPM,TERMINAL OJAL 10.5X18,UNIDADES,13,412,500,"700,01",206,ELECTRICIDAD,NINGUNO
V211,0003849RPM,TERMINAL OJAL 18X13,UNIDADES,18,500,600,"839,99",250,AUDIO,NINGUNO
V212,0001201RPM,TERMINAL OJAL 6.3X9.7 CABLE GRUESO,UNIDADES,82,130,150,210,55,ELECTRICIDAD,NINGUNO
V214,0000472RPM,TERMINAL OJAL 8X13.5 CABLE FINO,UNIDADES,167,210,250,350,115,ELECTRICIDAD,NINGUNO
V209,0007771RPM,TERMINAL PALA HEMBRA 3.8,UNIDADES,134,88,100,140,44,ACCESORIOS,NINGUNO
V208,0007772RPM,TERMINAL PALA HEMBRA 7.5,UNIDADES,-57,240,300,420,150,ACCESORIOS,NINGUNO
V210,0007770RPM,TERMINAL PALA U TIPO Y GRIEGA,UNIDADES,127,"165,6",200,280,92,ACCESORIOS,NINGUNO
ST-TER3,0000844RPM,TERMOCONTRAIBLE 3MM X METRO,UNIDADES,0,600,750,1050,"398,09",ELECTRICIDAD,NINGUNO
